geneid	transid	genename	gene_type	chr	start	end	anno	direction
ENSG00000274342.1		TTC28-AS1_3	misc_RNA	chr22	27994474	27994654	gene	+
ENSG00000276675.1		TTC28-AS1_4	misc_RNA	chr22	28002484	28002595	gene	+
ENSG00000239249.3		RN7SL757P	misc_RNA	chr22	28056153	28056453	gene	-
ENSG00000201209.1		SNORD42	snoRNA	chr22	28232756	28232823	gene	-
ENSG00000199797.1		Y_RNA	misc_RNA	chr22	28303754	28303850	gene	+
ENSG00000276162.1		MIR5739	miRNA	chr22	28459869	28459948	gene	+
ENSG00000266503.2		RN7SL162P	misc_RNA	chr22	28642979	28643270	gene	-
ENSG00000183765.20		CHEK2	protein_coding	chr22	28687743	28742422	gene	-
ENSG00000100209.9		HSCB	protein_coding	chr22	28742031	28757515	gene	+
ENSG00000159873.9		CCDC117	protein_coding	chr22	28772674	28789301	gene	+
ENSG00000100219.16		XBP1	protein_coding	chr22	28794555	28800597	gene	-
ENSG00000226471.6		CTA-292E10.6	antisense	chr22	28800683	28848559	gene	+
ENSG00000272858.1		CTA-292E10.8	sense_intronic	chr22	28814914	28815662	gene	+
ENSG00000224256.1		CTA-292E10.7	processed_pseudogene	chr22	28835893	28836137	gene	-
ENSG00000183579.15		ZNRF3	protein_coding	chr22	28883592	29057487	gene	+
ENSG00000235786.1		ZNRF3-IT1	sense_intronic	chr22	28992721	29018620	gene	+
ENSG00000177993.3		ZNRF3-AS1	antisense	chr22	29024999	29031476	gene	-
ENSG00000100249.4		C22orf31	protein_coding	chr22	29058672	29061844	gene	-
ENSG00000183762.12		KREMEN1	protein_coding	chr22	29073078	29168333	gene	+
ENSG00000226772.1		CTA-747E2.10	antisense	chr22	29099041	29111683	gene	-
ENSG00000200871.1		RNU6-810P	snRNA	chr22	29134014	29134120	gene	+
ENSG00000251952.1		RNU6-1219P	snRNA	chr22	29191697	29191808	gene	-
ENSG00000186998.15		EMID1	protein_coding	chr22	29205851	29259597	gene	+
ENSG00000100263.13		RHBDD3	protein_coding	chr22	29259852	29268209	gene	-
ENSG00000237015.1		CTA-984G1.5	antisense	chr22	29260889	29262037	gene	+
ENSG00000182944.17		EWSR1	protein_coding	chr22	29268009	29300525	gene	+
ENSG00000185340.15		GAS2L1	protein_coding	chr22	29306582	29312785	gene	+
ENSG00000100276.9		RASL10A	protein_coding	chr22	29312933	29319679	gene	-
ENSG00000273216.1		AC002059.10	sense_intronic	chr22	29316744	29317220	gene	-
ENSG00000100280.16		AP1B1	protein_coding	chr22	29327680	29423179	gene	-
ENSG00000280968.1		MIR3653	miRNA	chr22	29333158	29333267	gene	-
ENSG00000239127.1		SNORD125	snoRNA	chr22	29333163	29333258	gene	-
ENSG00000242156.1		AC000041.8	unprocessed_pseudogene	chr22	29419155	29423193	gene	-
ENSG00000278292.1		RFPL4AP6	unprocessed_pseudogene	chr22	29432944	29435005	gene	+
ENSG00000225465.8		RFPL1S	antisense	chr22	29436534	29478175	gene	-
ENSG00000274457.1		AC000041.10	unprocessed_pseudogene	chr22	29437583	29437733	gene	+
ENSG00000128250.5		RFPL1	protein_coding	chr22	29438583	29442455	gene	+
ENSG00000282816.1		AC000035.3	antisense	chr22	29480220	29481113	gene	-
ENSG00000100285.9		NEFH	protein_coding	chr22	29480230	29491390	gene	+
ENSG00000100296.13		THOC5	protein_coding	chr22	29505879	29555216	gene	-
ENSG00000234208.1		CTA-256D12.11	sense_intronic	chr22	29513889	29535390	gene	-
ENSG00000184117.11		NIPSNAP1	protein_coding	chr22	29554808	29581337	gene	-
ENSG00000186575.17		NF2	protein_coding	chr22	29603556	29698598	gene	+
ENSG00000233010.1		RPEP4	processed_pseudogene	chr22	29608900	29609501	gene	+
ENSG00000232396.2		RP1-76B20.11	antisense	chr22	29705256	29719859	gene	-
ENSG00000239446.1		RP1-76B20.12	antisense	chr22	29711820	29719714	gene	-
ENSG00000100314.3		CABP7	protein_coding	chr22	29720084	29731839	gene	+
ENSG00000100319.12		ZMAT5	protein_coding	chr22	29730956	29767011	gene	-
ENSG00000200976.1		Y_RNA	misc_RNA	chr22	29758758	29758859	gene	+
ENSG00000184076.13		UQCR10	protein_coding	chr22	29767369	29770413	gene	+
ENSG00000100325.14		ASCC2	protein_coding	chr22	29788608	29838304	gene	-
ENSG00000100330.15		MTMR3	protein_coding	chr22	29883155	30030866	gene	+
ENSG00000207455.1		RNU6-331P	snRNA	chr22	29899587	29899693	gene	-
ENSG00000279159.1		RP3-394A18.1	antisense	chr22	29978950	30028236	gene	-
ENSG00000275818.1		MIR6818	miRNA	chr22	30007049	30007113	gene	+
ENSG00000227117.6		HORMAD2-AS1	antisense	chr22	30008742	30080480	gene	-
ENSG00000227201.2		CNN2P1	processed_pseudogene	chr22	30046276	30047193	gene	-
ENSG00000176635.17		HORMAD2	protein_coding	chr22	30080174	30177075	gene	+
ENSG00000226573.1		CTA-85E5.7	processed_pseudogene	chr22	30105094	30105408	gene	-
ENSG00000225971.1		CTA-85E5.6	processed_pseudogene	chr22	30136673	30137681	gene	-
ENSG00000225676.1		RP3-438O4.4	antisense	chr22	30184644	30207109	gene	-
ENSG00000232530.1		RP1-102K2.6	antisense	chr22	30239194	30240538	gene	+
ENSG00000128342.4		LIF	protein_coding	chr22	30240447	30246851	gene	-
ENSG00000268812.3		RP1-102K2.8	antisense	chr22	30246205	30246998	gene	+
ENSG00000099985.3		OSM	protein_coding	chr22	30262829	30266840	gene	-
ENSG00000279699.1		RP1-102K2.9	TEC	chr22	30275215	30276951	gene	-
ENSG00000239282.7		GATSL3	protein_coding	chr22	30285117	30289627	gene	-
ENSG00000248751.6		RP1-130H16.18	protein_coding	chr22	30285238	30299482	gene	-
ENSG00000099992.15		TBC1D10A	protein_coding	chr22	30291990	30327046	gene	-
ENSG00000099995.18		SF3A1	protein_coding	chr22	30331988	30356947	gene	-
ENSG00000187860.10		CCDC157	protein_coding	chr22	30356635	30378658	gene	+
ENSG00000099999.14		RNF215	protein_coding	chr22	30368811	30421771	gene	-
ENSG00000100003.17		SEC14L2	protein_coding	chr22	30396857	30425317	gene	+
ENSG00000249590.7		RP4-539M6.19	protein_coding	chr22	30409255	30428990	gene	+
ENSG00000273350.1		RP4-539M6.20	sense_intronic	chr22	30420512	30420912	gene	+
ENSG00000222915.1		RNU6-564P	snRNA	chr22	30421045	30421148	gene	+
ENSG00000272689.1		RP4-539M6.21	sense_intronic	chr22	30421206	30421536	gene	-
ENSG00000242114.5		MTFP1	protein_coding	chr22	30425530	30429053	gene	+
ENSG00000273428.3		RP4-539M6.22	lincRNA	chr22	30435544	30436247	gene	+
ENSG00000230137.1		RP4-539M6.18	processed_pseudogene	chr22	30439837	30440318	gene	+
ENSG00000100012.11		SEC14L3	protein_coding	chr22	30447959	30472049	gene	-
ENSG00000181123.8		RP4-539M6.14	antisense	chr22	30475364	30492804	gene	+
ENSG00000214161.3		SDC4P	processed_pseudogene	chr22	30481311	30481911	gene	-
ENSG00000133488.14		SEC14L4	protein_coding	chr22	30488913	30505711	gene	-
ENSG00000214491.8		SEC14L6	protein_coding	chr22	30522799	30546682	gene	-
ENSG00000225774.2		SIRPAP1	processed_pseudogene	chr22	30542536	30544305	gene	+
ENSG00000128242.12		GAL3ST1	protein_coding	chr22	30554635	30574587	gene	-
ENSG00000100029.17		PES1	protein_coding	chr22	30576625	30607083	gene	-
ENSG00000223831.1		RP1-56J10.8	sense_intronic	chr22	30598309	30606687	gene	+
ENSG00000185339.8		TCN2	protein_coding	chr22	30606838	30627278	gene	+
ENSG00000100036.12		SLC35E4	protein_coding	chr22	30635652	30669016	gene	+
ENSG00000167065.13		DUSP18	protein_coding	chr22	30652051	30667890	gene	-
ENSG00000250318.1		CTA-963H5.5	unprocessed_pseudogene	chr22	30653877	30654814	gene	-
ENSG00000184792.15		OSBP2	protein_coding	chr22	30693782	30907824	gene	+
ENSG00000264661.3		MIR3200	miRNA	chr22	30731557	30731641	gene	+
ENSG00000237977.1		EIF4HP2	processed_pseudogene	chr22	30902219	30902781	gene	+
ENSG00000235989.3		MORC2-AS1	antisense	chr22	30922308	30932449	gene	+
ENSG00000133422.12		MORC2	protein_coding	chr22	30925130	30968298	gene	-
ENSG00000253352.8		TUG1	antisense	chr22	30970677	30979395	gene	+
ENSG00000276664.1		TUG1_1	misc_RNA	chr22	30971005	30971149	gene	+
ENSG00000276057.1		TUG1_2	misc_RNA	chr22	30971296	30971382	gene	+
ENSG00000276965.1		TUG1_3	misc_RNA	chr22	30972857	30973093	gene	+
ENSG00000275307.1		TUG1_4	misc_RNA	chr22	30973417	30973597	gene	+
ENSG00000269987.1		RP3-430N8.11	lincRNA	chr22	30976515	30978848	gene	-
ENSG00000269972.1		RP3-430N8.10	lincRNA	chr22	30977516	30977858	gene	-
ENSG00000278920.1		RP3-412A9.17	sense_overlapping	chr22	31051630	31068327	gene	+
ENSG00000240186.3		RN7SL633P	misc_RNA	chr22	31059989	31060285	gene	+
ENSG00000183963.18		SMTN	protein_coding	chr22	31064105	31104757	gene	+
ENSG00000273387.1		RP3-412A9.16	antisense	chr22	31082156	31083565	gene	-
ENSG00000198832.10		SELENOM	protein_coding	chr22	31104772	31120069	gene	-
ENSG00000235573.2		RP3-412A9.12	processed_pseudogene	chr22	31113017	31113396	gene	+
ENSG00000185133.13		INPP5J	protein_coding	chr22	31122731	31134696	gene	+
ENSG00000100078.3		PLA2G3	protein_coding	chr22	31134809	31140607	gene	-
ENSG00000214125.2		RP3-412A9.15	processed_pseudogene	chr22	31155966	31156647	gene	-
ENSG00000264141.1		MIR3928	miRNA	chr22	31160062	31160119	gene	-
ENSG00000138942.15		RNF185	protein_coding	chr22	31160183	31207019	gene	+
ENSG00000254835.1		RNF185-AS1	antisense	chr22	31205264	31205616	gene	-
ENSG00000182541.17		LIMK2	protein_coding	chr22	31212239	31280080	gene	+
ENSG00000199695.1		RNU6-1128P	snRNA	chr22	31222745	31222853	gene	-
ENSG00000202019.1		Y_RNA	misc_RNA	chr22	31230071	31230172	gene	-
ENSG00000100100.12		PIK3IP1	protein_coding	chr22	31281593	31292534	gene	-
ENSG00000228839.5		PIK3IP1-AS1	antisense	chr22	31292499	31338021	gene	+
ENSG00000212542.1		RNA5SP496	rRNA	chr22	31305404	31305512	gene	+
ENSG00000100105.17		PATZ1	protein_coding	chr22	31325804	31346232	gene	-
ENSG00000213888.3		LINC01521	lincRNA	chr22	31346777	31348719	gene	+
ENSG00000206615.1		RNU6-338P	snRNA	chr22	31388733	31388837	gene	-
ENSG00000185721.12		DRG1	protein_coding	chr22	31399523	31530634	gene	+
ENSG00000184708.17		EIF4ENIF1	protein_coding	chr22	31436977	31496108	gene	-
ENSG00000240591.1		RP11-247I13.11	antisense	chr22	31454251	31464204	gene	+
ENSG00000199248.1		RNU6-28P	snRNA	chr22	31479383	31479489	gene	-
ENSG00000198089.15		SFI1	protein_coding	chr22	31488688	31618586	gene	+
ENSG00000233733.1		H2AFZP6	processed_pseudogene	chr22	31521199	31521592	gene	-
ENSG00000229169.1		RP11-247I13.6	processed_pseudogene	chr22	31538352	31538589	gene	-
ENSG00000214093.3		RP11-247I13.3	processed_pseudogene	chr22	31559483	31559939	gene	+
ENSG00000241878.11		PISD	protein_coding	chr22	31618491	31662432	gene	-
ENSG00000284082.1		MIR7109	miRNA	chr22	31621467	31621531	gene	-
ENSG00000183530.13		PRR14L	protein_coding	chr22	31676256	31750140	gene	-
ENSG00000100150.16		DEPDC5	protein_coding	chr22	31753951	31907034	gene	+
ENSG00000242251.3		RN7SL20P	misc_RNA	chr22	31757202	31757498	gene	+
ENSG00000236132.1		CTA-440B3.1	processed_pseudogene	chr22	31816379	31817491	gene	-
ENSG00000252909.1		RNU6-201P	snRNA	chr22	31837238	31837298	gene	+
ENSG00000227813.1		RP1-180M12.1	processed_pseudogene	chr22	31890344	31891434	gene	-
ENSG00000128254.12		C22orf24	processed_transcript	chr22	31933521	31945518	gene	-
ENSG00000128245.14		YWHAH	protein_coding	chr22	31944461	31957603	gene	+
ENSG00000227519.1		CTA-342B11.1	lincRNA	chr22	31963357	31970400	gene	+
ENSG00000230866.1		CTA-342B11.2	lincRNA	chr22	31970823	31973475	gene	+
ENSG00000240647.3		RN7SL305P	misc_RNA	chr22	31981147	31981427	gene	-
ENSG00000232346.1		SC22CB-1E7.1	processed_pseudogene	chr22	32039490	32039896	gene	+
ENSG00000100170.9		SLC5A1	protein_coding	chr22	32043032	32113029	gene	+
ENSG00000234479.2		AP1B1P1	transcribed_unprocessed_pseudogene	chr22	32121977	32133469	gene	+
ENSG00000237439.1		RP1-127L4.10	transcribed_unprocessed_pseudogene	chr22	32129689	32130612	gene	+
ENSG00000232707.1		AP1B1P2	unprocessed_pseudogene	chr22	32134028	32134133	gene	+
ENSG00000239674.2		RP1-127L4.7	lincRNA	chr22	32141267	32143272	gene	+
ENSG00000205856.3		C22orf42	protein_coding	chr22	32149006	32159322	gene	-
ENSG00000230120.1		RP1-90G24.8	lincRNA	chr22	32159454	32160392	gene	-
ENSG00000275656.1		RFPL3-AS1_1	misc_RNA	chr22	32188400	32188487	gene	-
ENSG00000128253.13		RFPL2	protein_coding	chr22	32190435	32203477	gene	-
ENSG00000254127.1		IGLCOR22-1	IG_C_pseudogene	chr22	32199919	32200234	gene	+
ENSG00000242082.1		RP1-90G24.10	antisense	chr22	32205115	32269666	gene	+
ENSG00000100191.5		SLC5A4	protein_coding	chr22	32218476	32255341	gene	-
ENSG00000214076.3		CPSF1P1	processed_pseudogene	chr22	32269381	32273110	gene	+
ENSG00000224050.1		RP1-90G24.6	lincRNA	chr22	32273420	32277186	gene	+
ENSG00000273325.1		RP1-90G24.11	lincRNA	chr22	32284683	32285131	gene	+
ENSG00000234626.1		RP1-149A16.12	antisense	chr22	32327171	32343105	gene	-
ENSG00000128276.10		RFPL3	protein_coding	chr22	32354885	32361161	gene	+
ENSG00000271093.1		IGLCOR22-2	IG_C_pseudogene	chr22	32356676	32356988	gene	-
ENSG00000205853.10		RFPL3S	protein_coding	chr22	32359906	32382052	gene	-
ENSG00000274617.1		RFPL3-AS1_1	misc_RNA	chr22	32362972	32363059	gene	+
ENSG00000274170.1		RFPL3-AS1_2	misc_RNA	chr22	32368497	32368567	gene	+
ENSG00000230736.2		RP1-149A16.3	lincRNA	chr22	32376664	32384343	gene	+
ENSG00000243519.1		IGLVIVOR22-2	IG_V_pseudogene	chr22	32376682	32377135	gene	+
ENSG00000241954.1		RP1-149A16.17	lincRNA	chr22	32383786	32385631	gene	+
ENSG00000232218.1		RP1-149A16.16	unprocessed_pseudogene	chr22	32386668	32386868	gene	+
ENSG00000100220.11		RTCB	protein_coding	chr22	32387582	32412255	gene	-
ENSG00000184459.8		BPIFC	protein_coding	chr22	32413847	32464484	gene	-
ENSG00000100225.17		FBXO7	protein_coding	chr22	32474676	32498829	gene	+
ENSG00000185666.14		SYN3	protein_coding	chr22	32512552	33058372	gene	-
ENSG00000236054.1		LL22NC03-104C7.1	antisense	chr22	32583300	32584204	gene	+
ENSG00000251890.1		RNA5SP497	rRNA	chr22	32635102	32635198	gene	-
ENSG00000229673.1		LL22NC01-116C6.1	antisense	chr22	32783177	32784982	gene	+
ENSG00000100234.11		TIMP3	protein_coding	chr22	32801701	32863043	gene	+
ENSG00000228194.1		CTA-415G2.2	processed_pseudogene	chr22	33014980	33015461	gene	+
ENSG00000228622.1		RP1-302D9.1	lincRNA	chr22	33105383	33106059	gene	-
ENSG00000231253.1		LINC01640	lincRNA	chr22	33108529	33116294	gene	+
ENSG00000233632.1		RP1-302D9.5	processed_pseudogene	chr22	33137140	33137338	gene	+
ENSG00000133424.20		LARGE1	protein_coding	chr22	33162226	33922841	gene	-
ENSG00000232073.1		RP1-302D9.3	antisense	chr22	33164063	33166439	gene	+
ENSG00000230741.1		SC22CB-1D7.1	antisense	chr22	33320865	33322813	gene	+
ENSG00000266012.1		MIR4764	miRNA	chr22	33436582	33436669	gene	-
ENSG00000253007.2		SNORA76	snoRNA	chr22	33704786	33704920	gene	-
ENSG00000281295.1		SNORA50	snoRNA	chr22	33704786	33704922	gene	-
ENSG00000232081.1		LARGE-IT1	sense_intronic	chr22	33723832	33724912	gene	-
ENSG00000224973.5		LARGE-AS1	processed_transcript	chr22	33725014	33750843	gene	+
ENSG00000273082.1		LL22NC03-32F9.1	antisense	chr22	33922422	33922766	gene	+
ENSG00000236052.1		LINC01643	lincRNA	chr22	34017473	34188425	gene	+
ENSG00000224404.1		LL22NC03-13G6.2	lincRNA	chr22	34208141	34209262	gene	-
ENSG00000235485.1		RP1-101G11.2	processed_pseudogene	chr22	34589085	34591278	gene	-
ENSG00000280356.1		RP1-101G11.3	lincRNA	chr22	34641179	34651862	gene	+
ENSG00000234891.1		RP1-288L1.5	lincRNA	chr22	34703126	34704885	gene	-
ENSG00000237316.1		RP1-288L1.4	lincRNA	chr22	34711908	34724919	gene	-
ENSG00000227895.5		ISX-AS1	lincRNA	chr22	34997719	35002862	gene	-
ENSG00000175329.12		ISX	protein_coding	chr22	35066136	35087387	gene	+
ENSG00000233080.2		LINC01399	lincRNA	chr22	35119824	35231056	gene	-
ENSG00000273068.1		CTA-714B7.7	lincRNA	chr22	35122661	35127419	gene	+
ENSG00000279184.1		RP3-323A16.1	antisense	chr22	35160947	35215025	gene	+
ENSG00000238153.1		CTA-714B7.4	processed_pseudogene	chr22	35164304	35165347	gene	+
ENSG00000243453.1		COX7BP1	processed_pseudogene	chr22	35194699	35194942	gene	-
ENSG00000238584.1		RNU7-167P	snRNA	chr22	35249772	35249833	gene	+
ENSG00000100281.13		HMGXB4	protein_coding	chr22	35257452	35295807	gene	+
ENSG00000273176.1		RP3-510H16.3	antisense	chr22	35298838	35299541	gene	-
ENSG00000100284.20		TOM1	protein_coding	chr22	35299275	35347994	gene	+
ENSG00000266320.1		MIR3909	miRNA	chr22	35335640	35335758	gene	+
ENSG00000274280.1		MIR6069	miRNA	chr22	35336721	35336799	gene	-
ENSG00000282602.1		CTA-286B10.7	lincRNA	chr22	35372174	35372621	gene	+
ENSG00000282041.1		CTA-286B10.8	lincRNA	chr22	35376422	35377261	gene	+
ENSG00000100292.16		HMOX1	protein_coding	chr22	35380361	35394214	gene	+
ENSG00000100297.15		MCM5	protein_coding	chr22	35400063	35425430	gene	+
ENSG00000233388.2		RP4-569D19.5	processed_pseudogene	chr22	35501861	35503586	gene	-
ENSG00000273044.1		RP4-569D19.8	lincRNA	chr22	35526932	35527415	gene	+
ENSG00000100302.6		RASD2	protein_coding	chr22	35540868	35554001	gene	+
ENSG00000198125.12		MB	protein_coding	chr22	35606764	35637951	gene	-
ENSG00000268818.2		CITF22-62D4.1	sense_intronic	chr22	35626988	35635134	gene	-
ENSG00000221963.5		APOL6	protein_coding	chr22	35648395	35668409	gene	+
ENSG00000228587.1		RP1-41P2.7	lincRNA	chr22	35685940	35689373	gene	+
ENSG00000226336.2		MRPS16P3	processed_pseudogene	chr22	35703803	35704176	gene	+
ENSG00000128313.2		APOL5	protein_coding	chr22	35717872	35729483	gene	+
ENSG00000100320.22		RBFOX2	protein_coding	chr22	35738736	36028425	gene	-
ENSG00000237406.1		NDUFA9P1	processed_pseudogene	chr22	35897270	35898404	gene	-
ENSG00000279652.1		RP1-78B3.1	lincRNA	chr22	35992321	36000469	gene	+
ENSG00000279927.1		CTA-212A2.4	lincRNA	chr22	36066533	36070110	gene	+
ENSG00000279217.1		CTA-212A2.3	lincRNA	chr22	36071000	36085573	gene	+
ENSG00000279714.1		CTA-212A2.2	lincRNA	chr22	36091148	36093352	gene	+
ENSG00000279805.1		CTA-212A2.1	TEC	chr22	36137430	36139350	gene	-
ENSG00000128284.19		APOL3	protein_coding	chr22	36140330	36166177	gene	-
ENSG00000233764.1		MTCO1P20	processed_pseudogene	chr22	36172422	36172779	gene	+
ENSG00000231576.1		MTCO2P20	processed_pseudogene	chr22	36172934	36173948	gene	+
ENSG00000237948.1		MTATP6P20	processed_pseudogene	chr22	36174261	36174822	gene	+
ENSG00000225557.1		MTCO3P20	processed_pseudogene	chr22	36175167	36175854	gene	+
ENSG00000237129.1		MTCYBP34	processed_pseudogene	chr22	36175857	36176526	gene	+
ENSG00000229088.1		MTND1P10	processed_pseudogene	chr22	36178554	36179385	gene	+
ENSG00000100336.17		APOL4	protein_coding	chr22	36189124	36204840	gene	-
ENSG00000128335.13		APOL2	protein_coding	chr22	36226203	36239954	gene	-
ENSG00000100342.20		APOL1	protein_coding	chr22	36253010	36267530	gene	+
ENSG00000100345.20		MYH9	protein_coding	chr22	36281281	36388018	gene	-
ENSG00000278420.1		MIR6819	miRNA	chr22	36286847	36286907	gene	-
ENSG00000223695.1		RP4-633O19__A.1	lincRNA	chr22	36388626	36396517	gene	+
ENSG00000237668.1		RPS15AP38	processed_pseudogene	chr22	36421273	36421644	gene	-
ENSG00000252225.1		Y_RNA	misc_RNA	chr22	36440880	36440970	gene	-
ENSG00000228719.1		RP5-1119A7.14	lincRNA	chr22	36445395	36454944	gene	-
ENSG00000100348.9		TXN2	protein_coding	chr22	36467036	36482030	gene	-
ENSG00000100350.14		FOXRED2	protein_coding	chr22	36487190	36507101	gene	-
ENSG00000100353.17		EIF3D	protein_coding	chr22	36510850	36529436	gene	-
ENSG00000188078.5		RP5-1119A7.11	unprocessed_pseudogene	chr22	36536656	36537604	gene	-
ENSG00000229971.1		RP5-1119A7.10	antisense	chr22	36552165	36552700	gene	+
ENSG00000261675.1		RP5-1119A7.17	sense_overlapping	chr22	36560870	36562915	gene	-
ENSG00000166862.6		CACNG2	protein_coding	chr22	36563921	36703558	gene	-
ENSG00000234688.1		RP1-293L6.1	antisense	chr22	36703918	36721472	gene	+
ENSG00000100360.14		IFT27	protein_coding	chr22	36758202	36776256	gene	-
ENSG00000100362.12		PVALB	protein_coding	chr22	36800684	36819479	gene	-
ENSG00000234979.1		CITF22-24E5.1	antisense	chr22	36816326	36819736	gene	+
ENSG00000183822.3		NCF4-AS1	antisense	chr22	36847372	36870441	gene	-
ENSG00000100365.14		NCF4	protein_coding	chr22	36860988	36878015	gene	+
ENSG00000100368.13		CSF2RB	protein_coding	chr22	36913628	36940449	gene	+
ENSG00000232254.1		CSF2RBP1	unprocessed_pseudogene	chr22	36950529	36953723	gene	-
ENSG00000215403.1		LL22NC01-81G9.3	antisense	chr22	36965248	36968172	gene	+
ENSG00000185264.11		TEX33	protein_coding	chr22	36991120	37007841	gene	-
ENSG00000128311.13		TST	protein_coding	chr22	37010859	37020183	gene	-
ENSG00000252412.1		Y_RNA	misc_RNA	chr22	37013225	37013319	gene	+
ENSG00000128309.16		MPST	protein_coding	chr22	37019635	37029822	gene	+
ENSG00000100379.17		KCTD17	protein_coding	chr22	37051736	37063390	gene	+
ENSG00000201078.1		RN7SKP214	misc_RNA	chr22	37055033	37055347	gene	-
ENSG00000187045.16		TMPRSS6	protein_coding	chr22	37065436	37109563	gene	-
ENSG00000231467.2		RP5-1170K4.7	antisense	chr22	37080068	37082847	gene	+
ENSG00000100385.13		IL2RB	protein_coding	chr22	37125838	37175054	gene	-
ENSG00000235237.1		RP1-151B14.6	antisense	chr22	37166757	37182850	gene	+
ENSG00000133466.13		C1QTNF6	protein_coding	chr22	37180167	37199385	gene	-
ENSG00000278195.1		SSTR3	protein_coding	chr22	37204238	37212322	gene	-
ENSG00000226233.1		RP1-151B14.9	processed_pseudogene	chr22	37215738	37215891	gene	-
ENSG00000128340.14		RAC2	protein_coding	chr22	37225261	37244448	gene	-
ENSG00000100055.20		CYTH4	protein_coding	chr22	37282027	37315345	gene	+
ENSG00000243902.6		ELFN2	sense_overlapping	chr22	37339583	37427445	gene	-
ENSG00000237862.1		RP1-63G5.7	sense_intronic	chr22	37352190	37354839	gene	-
ENSG00000166897.14		ELFN2	protein_coding	chr22	37367960	37427470	gene	-
ENSG00000272694.1		RP1-63G5.8	antisense	chr22	37371684	37372858	gene	+
ENSG00000100060.17		MFNG	protein_coding	chr22	37469063	37486401	gene	-
ENSG00000100065.14		CARD10	protein_coding	chr22	37490362	37519542	gene	-
ENSG00000225867.1		RP5-1177I5.3	antisense	chr22	37550026	37551735	gene	+
ENSG00000128283.6		CDC42EP1	protein_coding	chr22	37560447	37569405	gene	+
ENSG00000100079.6		LGALS2	protein_coding	chr22	37570246	37582616	gene	-
ENSG00000273866.1		Metazoa_SRP	misc_RNA	chr22	37578669	37578922	gene	+
ENSG00000100083.18		GGA1	protein_coding	chr22	37608475	37633564	gene	+
ENSG00000100092.20		SH3BP1	protein_coding	chr22	37634654	37666932	gene	+
ENSG00000233360.4		Z83844.1	antisense	chr22	37641832	37658377	gene	-
ENSG00000241360.1		PDXP	protein_coding	chr22	37658727	37666934	gene	+
ENSG00000241333.3		RN7SL385P	misc_RNA	chr22	37669464	37669739	gene	-
ENSG00000100097.11		LGALS1	protein_coding	chr22	37675608	37679806	gene	+
ENSG00000273899.4		NOL12	protein_coding	chr22	37681673	37693478	gene	+
ENSG00000100101.15		RP1-37E16.12	protein_coding	chr22	37686414	37726503	gene	+
ENSG00000100106.19		TRIOBP	protein_coding	chr22	37697004	37776556	gene	+
ENSG00000189060.5		H1F0	protein_coding	chr22	37805093	37807436	gene	+
ENSG00000100116.16		GCAT	protein_coding	chr22	37807905	37817176	gene	+
ENSG00000128310.2		GALR3	protein_coding	chr22	37823382	37825495	gene	+
ENSG00000100124.14		ANKRD54	protein_coding	chr22	37830855	37849327	gene	-
ENSG00000284197.1		MIR658	miRNA	chr22	37844272	37844371	gene	-
ENSG00000207696.1		MIR659	miRNA	chr22	37847678	37847774	gene	-
ENSG00000100129.17		EIF3L	protein_coding	chr22	37848868	37889407	gene	+
ENSG00000279738.1		RP5-1014D13.2	sense_overlapping	chr22	37876148	37895563	gene	+
ENSG00000207227.1		RNU6-900P	snRNA	chr22	37891347	37891448	gene	+
ENSG00000100139.13		MICALL1	protein_coding	chr22	37905657	37942822	gene	+
ENSG00000278948.1		RP5-1039K5.12	TEC	chr22	37943050	37944898	gene	+
ENSG00000128346.10		C22orf23	protein_coding	chr22	37943050	37953669	gene	-
ENSG00000279010.3		RP5-1039K5.19	sense_overlapping	chr22	37948352	38002889	gene	+
ENSG00000272582.1		RP5-1039K5.17	antisense	chr22	37950965	37951778	gene	+
ENSG00000100142.14		POLR2F	protein_coding	chr22	37952607	38041915	gene	+
ENSG00000284289.1		MIR6820	miRNA	chr22	37967563	37967624	gene	+
ENSG00000100146.16		SOX10	protein_coding	chr22	37970686	37987422	gene	-
ENSG00000284266.1		MIR4534	miRNA	chr22	37988794	37988853	gene	+
ENSG00000222044.1		RP5-1039K5.16	antisense	chr22	38032165	38034228	gene	-
ENSG00000273214.1		RP5-1039K5.18	lincRNA	chr22	38043230	38043920	gene	+
ENSG00000100151.15		PICK1	protein_coding	chr22	38056311	38075701	gene	+
ENSG00000233739.1		RP5-1039K5.13	antisense	chr22	38057180	38073940	gene	-
ENSG00000100156.10		SLC16A8	protein_coding	chr22	38078134	38084093	gene	-
ENSG00000128298.16		BAIAP2L2	protein_coding	chr22	38084889	38110670	gene	-
ENSG00000272720.1		CTA-228A9.3	lincRNA	chr22	38090127	38091559	gene	+
ENSG00000184381.18		PLA2G6	protein_coding	chr22	38111495	38205690	gene	-
ENSG00000279080.1		CTA-228A9.4	antisense	chr22	38130216	38150612	gene	+
ENSG00000185022.11		MAFF	protein_coding	chr22	38200767	38216511	gene	+
ENSG00000198792.12		TMEM184B	protein_coding	chr22	38219291	38273034	gene	-
ENSG00000235246.1		RP1-5O6.5	antisense	chr22	38231320	38232248	gene	+
ENSG00000241693.2		RN7SL704P	misc_RNA	chr22	38231720	38231993	gene	+
ENSG00000277385.1		Metazoa_SRP	misc_RNA	chr22	38281028	38281289	gene	-
